ausencia,reducido,proporcion,tecnica,similitud,exactitud,sensibilidad,precision,f1 score,tiempo
MCAR V6,False,0.2,Imputacion.InterpolacionLineal,0.9995849009855168,0.9250111259457053,0.9043133366385722,0.926829268292683,0.9154328732747804,0.012502099998528138
MCAR V6,False,0.2,Imputacion.InterpolacionPolinomios,0.9980791476770255,0.9192256341789052,0.8973723351512147,0.9206510681586979,0.9088626663319106,1.1330306000018027
MCAR V6,False,0.2,Imputacion.InterpolacionSpline,0.999261456346676,0.9123275478415666,0.9013386217154189,0.9031296572280179,0.9022332506203473,0.07670529998722486
MCAR V6,False,0.2,Analisis.GenerativoMaximizacionEsperanza,0.8703784649969548,0.9143302180685359,0.8978681209717402,0.9100502512562814,0.9039181432493136,3.9367296999844257
MCAR V6,False,0.25,Eliminacion.Listwise,0.75,0.9103248776145972,0.8914229053049083,0.9071644803229062,0.8992248062015504,0.002623500011395663
MCAR V6,False,0.25,Eliminacion.Pairwise,0.0,0.9352469959946595,0.9226574119980169,0.9323647294589178,0.9274856715674059,0.002558999985922128
MCAR V6,False,0.25,Imputacion.ConstanteValor0,0.7844306100412813,0.9196706720071206,0.8998512642538423,0.9194528875379939,0.9095464795790529,0.0034771999926306307
MCAR V6,False,0.25,Imputacion.ConstanteCentralMedia,0.9969926320429602,0.9181130396083668,0.9058006941001487,0.9112219451371572,0.9085032322227747,0.00315730000147596
MCAR V6,False,0.25,Imputacion.ConstanteCentralMediana,0.9972768969483069,0.9234534935469515,0.917203767972236,0.9126788357178096,0.9149357072205737,0.003533500013872981
MCAR V6,False,0.25,Imputacion.ConstanteCentralModa,0.997279159096661,0.9241210502892746,0.9117501239464552,0.9185814185814186,0.9151530231400846,7.526043300022138
MCAR V6,False,0.25,Imputacion.InterpolacionConstantePartes,0.9974990100698015,0.9279038718291055,0.9211700545364403,0.9184379634206624,0.91980198019802,0.07784189999802038
MCAR V6,False,0.25,Imputacion.InterpolacionLineal,0.9039689006362318,0.9250111259457053,0.9152206246901339,0.9174950298210736,0.9163564159841152,0.013013900024816394
MCAR V6,False,0.25,Imputacion.InterpolacionPolinomios,0.29716542890898046,0.9236760124610592,0.8998512642538423,0.9279141104294478,0.9136672539642589,1.0958669999963604
MCAR V6,False,0.25,Imputacion.InterpolacionSpline,0.9157770829057955,0.9080996884735203,0.8859692612791275,0.9071065989847715,0.8964133433659394,0.07658730002003722
MCAR V6,False,0.25,Analisis.GenerativoMaximizacionEsperanza,0.8525719937492288,0.9274588340008901,0.9132374814080317,0.924234821876568,0.918703241895262,5.05422059999546
MCAR V6,False,0.3,Eliminacion.Listwise,0.7,0.8967512238540276,0.8834903321764997,0.886126305320736,0.8848063555114201,0.0026101999974343926
MCAR V6,False,0.3,Eliminacion.Pairwise,0.0,0.9330218068535826,0.9221616261774913,0.9281437125748503,0.925142999253917,0.003849599976092577
MCAR V6,False,0.3,Imputacion.ConstanteValor0,0.6155150609853204,0.9076546506453048,0.8993554784333168,0.8953603158933859,0.8973534504081128,0.0031793999951332808
MCAR V6,False,0.3,Imputacion.ConstanteCentralMedia,0.7226938748490501,0.9250111259457053,0.9077838373822509,0.9238143289606459,0.9157289322330582,0.0033876999805215746
MCAR V6,False,0.3,Imputacion.ConstanteCentralMediana,0.7226925906942997,0.9250111259457053,0.9008428358948934,0.9298874104401228,0.9151347267690757,0.003143499983707443
MCAR V6,False,0.3,Imputacion.ConstanteCentralModa,0.7226925906942997,0.915665331553182,0.8919186911254338,0.9178571428571428,0.9047020367110887,5.219167800009018
MCAR V6,False,0.3,Imputacion.InterpolacionConstantePartes,0.7226584479110294,0.9299065420560748,0.9117501239464552,0.930668016194332,0.9211119459053343,0.09459220001008362
MCAR V6,False,0.3,Imputacion.InterpolacionLineal,0.7576293071090215,0.9210057854917668,0.8904313336638572,0.9305699481865285,0.9100582721053965,0.011715800006641075
MCAR V6,False,0.3,Imputacion.InterpolacionPolinomios,0.12257369177119481,0.9203382287494437,0.8963807635101636,0.9238630556974962,0.9099144438852541,1.032282900006976
MCAR V6,False,0.3,Imputacion.InterpolacionSpline,0.7252821852589718,0.9196706720071206,0.9008428358948934,0.9186046511627907,0.9096370463078848,0.07183689999510534
MCAR V6,False,0.3,Analisis.GenerativoMaximizacionEsperanza,0.7226795911655878,0.9154428126390743,0.8963807635101636,0.9135927235977767,0.9049049049049048,5.830170900007943
MCAR V6,False,0.35,Eliminacion.Listwise,0.65,0.8889630618602581,0.8557263262270699,0.8924508790072389,0.8737028600354341,0.0027283999952487648
MCAR V6,False,0.35,Eliminacion.Pairwise,0.0,0.9272363150867824,0.9176995537927616,0.9199801192842942,0.9188384214445271,0.0026182000001426786
MCAR V6,False,0.35,Imputacion.ConstanteValor0,0.5991890764076879,0.910547396528705,0.8914229053049083,0.9076224129227662,0.8994497248624314,0.002064200001768768
MCAR V6,False,0.35,Imputacion.ConstanteCentralMedia,0.7226748012211515,0.9243435692033823,0.9176995537927616,0.914074074074074,0.9158832261256804,0.002353499992750585
MCAR V6,False,0.35,Imputacion.ConstanteCentralMediana,0.7226735929359738,0.9272363150867824,0.9053049082796232,0.9306829765545361,0.9178185473737119,0.0037363000155892223
MCAR V6,False,0.35,Imputacion.ConstanteCentralModa,0.7226730009957515,0.9152202937249666,0.8924144769459593,0.9164969450101833,0.9042954031650339,4.0804873000015505
MCAR V6,False,0.35,Imputacion.InterpolacionConstantePartes,0.7226551451602291,0.9270137961726747,0.9077838373822509,0.9280283831728332,0.9177944862155388,0.0960858000034932
MCAR V6,False,0.35,Imputacion.InterpolacionLineal,0.6834193748764186,0.9214508233199822,0.9053049082796232,0.9185110663983903,0.9118601747815229,0.013032799994107336
MCAR V6,False,0.35,Imputacion.InterpolacionPolinomios,0.12805809668447343,0.9254561637739208,0.9102627664848786,0.9226130653266331,0.9163963064636885,0.26399650002713315
MCAR V6,False,0.35,Imputacion.InterpolacionSpline,0.7227913664151734,0.9221183800623053,0.9013386217154189,0.9233113255459624,0.9121926743602609,0.07592689999728464
MCAR V6,False,0.35,Analisis.GenerativoMaximizacionEsperanza,0.7226778601934979,0.9187805963506898,0.9038175508180466,0.9142427281845537,0.9090002493143854,6.950961800001096
MCAR V6,False,0.4,Eliminacion.Listwise,0.6,0.8765020026702269,0.8433316807139316,0.8768041237113402,0.8597422289613345,0.0030795999919064343
MCAR V6,False,0.4,Eliminacion.Pairwise,0.0,0.9336893635959056,0.9251363411006446,0.9269746646795827,0.9260545905707196,0.002519300003768876
MCAR V6,False,0.4,Imputacion.ConstanteValor0,0.582889990607446,0.913440142412105,0.8934060485870104,0.9119433198380567,0.9025795141497621,0.002245400013634935
MCAR V6,False,0.4,Imputacion.ConstanteCentralMedia,0.722679067575859,0.9230084557187361,0.90233019335647,0.9243270695784662,0.9131961866532865,0.0025101000210270286
MCAR V6,False,0.4,Imputacion.ConstanteCentralMediana,0.7226780988041174,0.9216733422340899,0.9053049082796232,0.9189733266230499,0.9120879120879121,0.003273500013165176
MCAR V6,False,0.4,Imputacion.ConstanteCentralModa,0.722677825931739,0.9205607476635514,0.8983639067922657,0.9226069246435845,0.9103240391861341,3.661180300026899
MCAR V6,False,0.4,Imputacion.InterpolacionConstantePartes,0.7226453593419928,0.9192256341789052,0.8988596926127913,0.9193711967545639,0.9089997493106043,0.1022506000008434
MCAR V6,False,0.4,Imputacion.InterpolacionLineal,0.732969137946097,0.910547396528705,0.8790282597917699,0.9181771103055412,0.8981762917933132,0.010969199996907264
MCAR V6,False,0.4,Imputacion.InterpolacionPolinomios,0.20592037755166903,0.9187805963506898,0.894893406048587,0.9218590398365679,0.9081761006289308,0.9230289999977686
MCAR V6,False,0.4,Imputacion.InterpolacionSpline,0.7233102986512887,0.9165554072096128,0.8943976202280615,0.9175991861648016,0.9058498619131308,0.07305730000371113
MCAR V6,False,0.4,Analisis.GenerativoMaximizacionEsperanza,0.7226692042254907,0.9083222073876279,0.8914229053049083,0.9030637870416875,0.8972055888223552,8.133390100003453
MCAR V6,False,0.45,Eliminacion.Listwise,0.55,0.8773920783266578,0.8477937530986613,0.8751279426816786,0.861244019138756,0.003114199993433431
MCAR V6,False,0.45,Eliminacion.Pairwise,0.0,0.9305740987983978,0.9157164105106594,0.9286073403720463,0.9221168247628557,0.0024398999812547117
MCAR V6,False,0.45,Imputacion.ConstanteValor0,0.7043927343555213,0.9141076991544281,0.8899355478433317,0.9162838182746299,0.902917505030181,0.002058499987469986
MCAR V6,False,0.45,Imputacion.ConstanteCentralMedia,0.9964522343530102,0.9143302180685359,0.9067922657411998,0.9027640671273445,0.9047736829087311,0.0025696000084280968
MCAR V6,False,0.45,Imputacion.ConstanteCentralMediana,0.9971714591850553,0.9241210502892746,0.909766980664353,0.9202607823470411,0.9149837945649464,0.0027698999911081046
MCAR V6,False,0.45,Imputacion.ConstanteCentralModa,0.9971743763648214,0.9270137961726747,0.9191869112543382,0.9182763744427934,0.9187314172447968,4.058253900002455
MCAR V6,False,0.45,Imputacion.InterpolacionConstantePartes,0.9974842319475725,0.9190031152647975,0.909766980664353,0.909766980664353,0.909766980664353,0.10546190000604838
MCAR V6,False,0.45,Imputacion.InterpolacionLineal,0.9011562064915493,0.9080996884735203,0.8849776896380763,0.9079348931841302,0.8963093145869947,0.011659799987683073
MCAR V6,False,0.45,Imputacion.InterpolacionPolinomios,0.2886466872704595,0.913440142412105,0.8894397620228062,0.9153061224489796,0.9021875785768169,0.8693294999829959
MCAR V6,False,0.45,Imputacion.InterpolacionSpline,0.9149673237346851,0.9118825100133512,0.8963807635101636,0.906265664160401,0.901296111665005,0.06385589999263175
MCAR V6,False,0.45,Analisis.GenerativoMaximizacionEsperanza,0.7707576940115829,0.9181130396083668,0.9053049082796232,0.9116325511732402,0.9084577114427861,9.596516799996607
MCAR V6,False,0.5,Eliminacion.Listwise,0.5,0.8647085002225189,0.8413485374318295,0.854911838790932,0.8480759620189905,0.0025579000066500157
MCAR V6,False,0.5,Eliminacion.Pairwise,0.0,0.929016466399644,0.9196826970748636,0.9219681908548708,0.9208240258128568,0.0021895999961998314
MCAR V6,False,0.5,Imputacion.ConstanteValor0,0.6865393629710166,0.9163328882955051,0.8929102627664849,0.9184089750127487,0.9054801407742585,0.0029412000149022788
MCAR V6,False,0.5,Imputacion.ConstanteCentralMedia,0.9962216670257059,0.9118825100133512,0.9038175508180466,0.9002469135802469,0.9020286986640277,0.0027763999823946506
MCAR V6,False,0.5,Imputacion.ConstanteCentralMediana,0.9971074403274139,0.9230084557187361,0.8993554784333168,0.9269289729177312,0.9129340714645194,0.005311400018399581
MCAR V6,False,0.5,Imputacion.ConstanteCentralModa,0.9971101935738029,0.914997774810859,0.8953891918691126,0.91350531107739,0.9043565348022032,3.379505100019742
MCAR V6,False,0.5,Imputacion.InterpolacionConstantePartes,0.9974449794826417,0.9123275478415666,0.90233019335647,0.90233019335647,0.90233019335647,0.1099314000166487
MCAR V6,False,0.5,Imputacion.InterpolacionLineal,0.863528865626155,0.9101023587004895,0.8829945463559742,0.913801949717804,0.8981341401916288,0.01147060000221245
MCAR V6,False,0.5,Imputacion.InterpolacionPolinomios,0.29710358751688926,0.9032042723631508,0.8894397620228062,0.8943170488534397,0.8918717375093214,0.813209599989932
MCAR V6,False,0.5,Imputacion.InterpolacionSpline,0.9111761476124131,0.8951935914552737,0.8636588993554785,0.8988648090815273,0.8809102402022756,0.06223780001164414
MCAR V6,False,0.5,Analisis.GenerativoMaximizacionEsperanza,0.7449015384924791,0.915665331553182,0.8983639067922657,0.9123867069486404,0.9053210092430676,10.997409699979471
MCAR V6,False,0.55,Eliminacion.Listwise,0.45,0.854250111259457,0.8319286068418443,0.8415245737211635,0.8366990775367739,0.003131700010271743
MCAR V6,False,0.55,Eliminacion.Pairwise,0.0,0.9368046283934134,0.9221616261774913,0.9360845495722194,0.9290709290709291,0.00293649997911416
MCAR V6,False,0.55,Imputacion.ConstanteValor0,0.5335183203090912,0.9185580774365821,0.90233019335647,0.9150326797385621,0.90863704443335,0.002203399984864518
MCAR V6,False,0.55,Imputacion.ConstanteCentralMedia,0.7226883508636959,0.9203382287494437,0.8998512642538423,0.9208523592085236,0.9102306920762286,0.003347399993799627
MCAR V6,False,0.55,Imputacion.ConstanteCentralMediana,0.7226873536485957,0.9163328882955051,0.8973723351512147,0.9146033350176856,0.9059059059059059,0.0035886999976355582
MCAR V6,False,0.55,Imputacion.ConstanteCentralModa,0.7226873536485957,0.9238985313751669,0.9072880515617253,0.9219143576826196,0.9145427286356821,2.1950967999873683
MCAR V6,False,0.55,Imputacion.InterpolacionConstantePartes,0.7226540767957835,0.9185580774365821,0.8983639067922657,0.9183983781044095,0.9082706766917292,0.11938630000804551
MCAR V6,False,0.55,Imputacion.InterpolacionLineal,0.6861766905428224,0.8954161103693814,0.8562221120475955,0.9056109071840587,0.8802242609582059,0.010917399980826303
MCAR V6,False,0.55,Imputacion.InterpolacionPolinomios,0.12257368677527547,0.9145527369826435,0.8894397620228062,0.9176470588235294,0.9033232628398792,0.7638302999839652
MCAR V6,False,0.55,Imputacion.InterpolacionSpline,0.7240525198112417,0.9085447263017357,0.8924144769459593,0.9027081243731193,0.8975317875841436,0.0629748999781441
MCAR V6,False,0.55,Analisis.GenerativoMaximizacionEsperanza,0.7227110310688725,0.9214508233199822,0.910758552305404,0.9139303482587064,0.9123416935684131,11.290715400013141
MCAR V6,False,0.6,Eliminacion.Listwise,0.4,0.8506898086337339,0.8101140307387209,0.850156087408949,0.8296521959888296,0.0023551000049337745
MCAR V6,False,0.6,Eliminacion.Pairwise,0.0,0.9312416555407209,0.9132374814080317,0.9321862348178138,0.9226145755071374,0.0021869000047445297
MCAR V6,False,0.6,Imputacion.ConstanteValor0,0.5165023733933309,0.9167779261237206,0.8968765493306892,0.9159493670886076,0.906312625250501,0.0023286000068765134
MCAR V6,False,0.6,Imputacion.ConstanteCentralMedia,0.7226915417301585,0.9121050289274588,0.9067922657411998,0.8983300589390962,0.9025413274117938,0.002588899980764836
MCAR V6,False,0.6,Imputacion.ConstanteCentralMediana,0.7226907587562781,0.9221183800623053,0.9067922657411998,0.9186338523355098,0.9126746506986028,0.002973700000438839
MCAR V6,False,0.6,Imputacion.ConstanteCentralModa,0.7226907587562781,0.9227859368046284,0.903321764997521,0.922998986828774,0.91305437233776,1.7804039999900851
MCAR V6,False,0.6,Imputacion.InterpolacionConstantePartes,0.7226707390794571,0.9101023587004895,0.894893406048587,0.9038557836755132,0.8993522670652715,0.1284291000047233
MCAR V6,False,0.6,Imputacion.InterpolacionLineal,0.6591696686697273,0.8938584779706275,0.8849776896380763,0.8793103448275862,0.8821349147516679,0.011834300006739795
MCAR V6,False,0.6,Imputacion.InterpolacionPolinomios,0.12857230977832668,0.9154428126390743,0.8943976202280615,0.915271435819381,0.9047141424272818,0.7176561999949627
MCAR V6,False,0.6,Imputacion.InterpolacionSpline,0.7237638953746424,0.9123275478415666,0.8978681209717402,0.9059529764882441,0.9018924302788844,0.059896099992329255
MCAR V6,False,0.6,Analisis.GenerativoMaximizacionEsperanza,0.7226871821661884,0.9103248776145972,0.8864650470996529,0.9113149847094801,0.8987182709223424,11.686231100000441
MCAR V6,False,0.65,Eliminacion.Listwise,0.35,0.8208722741433022,0.8016856717897868,0.7997032640949555,0.8006932409012132,0.0029002999945078045
MCAR V6,False,0.65,Eliminacion.Pairwise,0.0,0.9381397418780596,0.9251363411006446,0.9362769693928751,0.9306733167082295,0.0021385000145528466
MCAR V6,False,0.65,Imputacion.ConstanteValor0,0.4990451855171595,0.9216733422340899,0.8988596926127913,0.9245283018867925,0.9115133232780291,0.0028532999858725816
MCAR V6,False,0.65,Imputacion.ConstanteCentralMedia,0.7226877773379682,0.9096573208722741,0.8869608329201785,0.909506863243518,0.8980923694779116,0.0027039999840781093
MCAR V6,False,0.65,Imputacion.ConstanteCentralMediana,0.722686876479533,0.9036493101913663,0.8943976202280615,0.8913043478260869,0.8928483048750309,0.00259129999903962
MCAR V6,False,0.65,Imputacion.ConstanteCentralModa,0.722687037777891,0.9292389853137517,0.9216658403569657,0.9207528479445269,0.921209117938553,1.4017347000190057
MCAR V6,False,0.65,Imputacion.InterpolacionConstantePartes,0.7226539167213154,0.9192256341789052,0.903321764997521,0.9155778894472362,0.9094085350636386,0.1298110999923665
MCAR V6,False,0.65,Imputacion.InterpolacionLineal,0.6925064196056713,0.9058744993324432,0.8904313336638572,0.8988988988988988,0.8946450809464507,0.01268399998662062
MCAR V6,False,0.65,Imputacion.InterpolacionPolinomios,0.1225736862940201,0.9003115264797508,0.8805156172533466,0.8956127080181543,0.888,0.6668691000086255
MCAR V6,False,0.65,Imputacion.InterpolacionSpline,0.7239832631574612,0.8980863373386738,0.8755577590480912,0.8950836289913837,0.8852130325814536,0.05894269997952506
MCAR V6,False,0.65,Analisis.GenerativoMaximizacionEsperanza,0.7226756308877993,0.9234534935469515,0.9062964799206743,0.9218356026222895,0.914,12.663304900022922
MCAR V6,False,0.7,Eliminacion.Listwise,0.3,0.8099688473520249,0.7828458106098165,0.7914786967418547,0.7871385842472582,0.002509000012651086
MCAR V6,False,0.7,Eliminacion.Pairwise,0.0,0.9303515798842902,0.9137332672285573,0.9298688193743693,0.921730432608152,0.0024301999947056174
MCAR V6,False,0.7,Imputacion.ConstanteValor0,0.48089511889024905,0.9241210502892746,0.9008428358948934,0.9279877425944841,0.9142138364779874,0.0022465999936684966
MCAR V6,False,0.7,Imputacion.ConstanteCentralMedia,0.722676912756298,0.9056519804183356,0.8780366881507189,0.9086711133914828,0.8930912758446796,0.00243580000824295
MCAR V6,False,0.7,Imputacion.ConstanteCentralMediana,0.7226764342381395,0.92456608811749,0.9176995537927616,0.9145256916996047,0.9161098737936155,0.003387400007341057
MCAR V6,False,0.7,Imputacion.ConstanteCentralModa,0.7226764342381395,0.906097018246551,0.8854734754586019,0.9033889731917046,0.8943415122684026,0.9533138999831863
MCAR V6,False,0.7,Imputacion.InterpolacionConstantePartes,0.7226580720542106,0.9094348019581664,0.8924144769459593,0.9045226130653267,0.8984277514349888,0.1246969000203535
MCAR V6,False,0.7,Imputacion.InterpolacionLineal,0.6924220723387431,0.8858477970627503,0.8507684680218146,0.8900414937759336,0.8699619771863117,0.010023699986049905
MCAR V6,False,0.7,Imputacion.InterpolacionPolinomios,0.1417724447839518,0.9129951045838897,0.887456618740704,0.9160696008188332,0.9015361369932007,0.6377793000137899
MCAR V6,False,0.7,Imputacion.InterpolacionSpline,0.7227850568629502,0.8960836671117045,0.8720872583044125,0.8938008130081301,0.8828105395232121,0.05833030000212602
MCAR V6,False,0.7,Analisis.GenerativoMaximizacionEsperanza,0.7226958503945604,0.9243435692033823,0.9127416955875062,0.9182044887780548,0.9154649428145201,12.016769700014265
MCAR V6,False,0.75,Eliminacion.Listwise,0.25,0.8182020471740098,0.782350024789291,0.8067484662576687,0.7943619431160331,0.003278299991507083
MCAR V6,False,0.75,Eliminacion.Pairwise,0.0,0.931909212283044,0.9191869112543382,0.928392588883325,0.9237668161434979,0.00224910001270473
MCAR V6,False,0.75,Imputacion.ConstanteValor0,0.4619070924666364,0.9196706720071206,0.9018344075359445,0.9177598385469223,0.9097274318579645,0.002264599985210225
MCAR V6,False,0.75,Imputacion.ConstanteCentralMedia,0.7226724416420668,0.9158878504672897,0.8988596926127913,0.9124308002013085,0.9055944055944056,0.002317100006621331
MCAR V6,False,0.75,Imputacion.ConstanteCentralMediana,0.7226719700488751,0.9123275478415666,0.8993554784333168,0.9047381546134663,0.902038786673297,0.0026085000135935843
MCAR V6,False,0.75,Imputacion.ConstanteCentralModa,0.7226717324277332,0.9203382287494437,0.9028259791769956,0.9183055975794251,0.9105,0.6166555999952834
MCAR V6,False,0.75,Imputacion.InterpolacionConstantePartes,0.722651419213654,0.915665331553182,0.8929102627664849,0.9170061099796334,0.9047977895001256,0.11884189999545924
MCAR V6,False,0.75,Imputacion.InterpolacionLineal,0.6956923960807088,0.9018691588785047,0.8755577590480912,0.9028629856850716,0.889000755096904,0.009542499989038333
MCAR V6,False,0.75,Imputacion.InterpolacionPolinomios,0.5146084497663499,0.9043168669336894,0.8795240456122955,0.90464048954615,0.8919054801407742,0.14343639998696744
MCAR V6,False,0.75,Imputacion.InterpolacionSpline,0.7227899539620075,0.8876279483756119,0.8780366881507189,0.8724137931034482,0.8752162095379294,0.055200599977979437
MCAR V6,False,0.75,Analisis.GenerativoMaximizacionEsperanza,0.7226637089096729,0.9236760124610592,0.9082796232027764,0.9206030150753769,0.9143998003493886,13.070409300009487
MCAR V6,False,0.8,Eliminacion.Listwise,0.2,0.7866043613707165,0.7516113039167079,0.767983789260385,0.7597093460285642,0.002671900001587346
MCAR V6,False,0.8,Eliminacion.Pairwise,0.0,0.9352469959946595,0.9216658403569657,0.9332329317269076,0.9274133200299327,0.002468199993018061
MCAR V6,False,0.8,Imputacion.ConstanteValor0,0.4416254114200472,0.9176680017801513,0.9013386217154189,0.9140271493212669,0.9076385421867198,0.0029280000017024577
